observed_count,reported_count,coverage_ratio,observed_amount,reported_amount,amount_coverage_ratio,missing_periods,known_limitations
4,NOT_AVAILABLE,0.0,3587835.0,NOT_AVAILABLE,0.0,UNKNOWN,Partially observable dataset
