observed_record_count,anonymous_count,displayed_name_count,observed_sum,mean,median,min,max,p25,p50,p75,p90,p95,p99,std_dev,iqr
4,4,0,3587835.0,896958.75,910054.0,600000.0,1167727.0,763229.25,910054.0,1043783.5,1118149.6,1142938.3,1162769.26,211497.03307892405,280554.25
